x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
576.170,1054.484,283.303,991.863,870.444,921.454,71.014,781.711,1032.499,631.841,19.352,506.189,1018.241,360.647,110.358,242.033,843.454,111.221,430.048,24.506
575.972,1054.829,283.029,991.635,869.793,921.089,70.820,781.394,1032.394,631.978,19.710,506.560,1018.134,360.223,110.385,241.916,843.448,111.492,429.879,24.391
576.113,1055.877,283.158,992.079,869.995,921.188,70.878,781.681,1032.316,632.109,19.717,506.789,1019.251,361.730,110.258,241.889,843.511,111.453,430.005,24.424
576.498,1054.629,283.098,991.990,870.763,921.784,70.951,781.680,1032.239,631.826,19.711,506.682,1017.910,360.294,110.420,241.570,843.406,111.582,430.042,24.637
576.284,1054.718,283.444,991.911,869.810,920.856,70.666,781.628,1032.214,632.132,19.702,506.759,1018.051,360.336,110.336,241.754,843.404,111.621,429.898,24.369
576.186,1054.410,283.255,991.426,870.063,922.557,71.061,781.754,1032.189,632.077,19.681,506.730,1019.262,361.369,110.595,241.918,843.423,111.621,429.659,24.427
575.767,1055.383,283.204,991.740,869.928,922.262,70.831,781.543,1032.134,631.873,19.725,506.780,1018.124,360.587,110.329,241.846,843.393,111.637,429.929,24.652
576.283,1054.140,283.234,992.085,869.380,921.870,70.926,781.423,1032.240,631.691,19.740,506.886,1017.918,360.576,110.198,242.087,843.534,111.407,429.693,24.486
576.566,1054.710,283.213,991.818,869.644,920.845,70.879,781.569,1032.402,631.900,19.421,506.248,1018.023,360.221,110.214,241.976,843.468,111.308,429.805,24.534
576.255,1055.186,283.235,991.918,870.429,921.746,70.908,781.677,1032.357,632.332,19.628,506.392,1018.168,360.401,110.206,242.079,843.549,111.215,430.192,24.413
576.785,1054.269,283.300,991.990,870.569,921.526,70.929,781.700,1032.279,631.973,19.312,506.452,1019.094,361.719,110.302,241.914,843.610,111.507,430.042,24.503
576.064,1055.543,283.024,991.909,870.610,921.614,71.085,781.678,1032.081,632.201,19.395,506.910,1019.176,361.369,110.318,241.894,843.320,111.448,430.002,24.378
576.195,1055.235,283.290,991.816,870.007,922.584,70.874,781.564,1032.187,631.969,19.633,506.893,1018.215,360.357,110.462,241.861,843.368,111.657,430.143,24.496
576.019,1055.389,283.241,992.224,870.554,921.741,70.853,781.673,1032.289,631.880,19.451,506.767,1018.957,361.343,110.445,241.930,843.553,111.374,429.831,24.529
576.125,1054.943,283.125,991.837,870.174,922.337,71.126,781.819,1032.306,632.170,19.303,506.221,1019.101,361.110,110.223,242.159,843.477,111.326,429.447,24.592
576.048,1055.530,283.237,991.748,869.416,921.936,70.922,781.741,1032.233,632.015,19.272,506.170,1019.260,361.485,110.369,242.016,843.571,111.706,429.940,24.464
576.097,1054.179,283.284,992.128,869.885,922.688,70.974,781.759,1032.255,631.871,19.687,506.798,1018.014,359.973,110.360,242.061,843.489,111.568,429.985,24.764
576.179,1054.880,283.192,992.061,870.437,921.758,70.803,781.709,1032.128,631.807,19.724,506.736,1019.183,361.530,110.201,241.900,843.379,111.508,429.678,24.748
576.398,1054.613,283.029,991.998,869.738,920.690,70.917,781.385,1032.336,632.029,19.363,506.195,1018.050,360.409,110.058,241.935,843.538,111.631,430.039,24.410
576.148,1054.535,283.191,992.117,870.397,921.753,70.968,781.464,1032.322,631.864,19.709,506.731,1018.079,360.368,110.180,242.188,843.361,111.532,429.889,24.424
576.109,1054.957,283.260,991.666,869.803,920.709,70.934,781.648,1032.250,631.935,19.328,506.023,1018.049,360.320,110.333,241.746,843.492,111.478,430.182,24.403
576.163,1055.118,283.215,991.799,869.337,921.888,70.855,781.539,1032.340,631.947,19.499,506.303,1019.224,361.262,110.269,241.910,843.484,111.543,429.851,24.359
575.825,1055.500,283.201,991.928,869.366,921.917,70.701,781.541,1032.476,631.894,19.251,506.117,1019.261,361.440,110.374,241.793,843.611,111.730,429.726,24.462
576.146,1054.909,283.085,991.774,869.351,921.838,70.999,781.354,1032.312,632.066,19.386,506.073,1019.196,361.448,110.294,241.837,843.533,111.696,430.099,24.609
576.409,1054.732,283.116,991.939,870.075,922.545,70.833,781.340,1032.406,632.088,19.787,506.603,1018.133,360.345,110.349,242.050,843.612,111.475,430.116,24.523
576.435,1055.382,283.295,992.036,870.023,920.943,70.760,781.335,1032.236,632.095,19.618,506.817,1019.218,361.576,110.420,242.026,843.374,111.350,429.974,24.380
576.623,1054.421,283.079,992.055,869.778,920.700,70.984,781.639,1032.294,631.978,19.244,506.424,1017.947,360.413,110.393,241.819,843.531,111.562,429.874,24.440
575.765,1055.547,283.075,992.150,869.327,921.801,70.956,781.502,1032.264,631.819,19.491,506.250,1019.148,361.753,110.565,241.909,843.587,111.450,430.110,24.447
576.149,1054.506,283.217,991.824,869.514,921.698,70.768,781.304,1032.364,632.047,19.523,506.567,1018.188,360.406,110.388,242.080,843.352,111.371,429.995,24.327
576.117,1054.616,283.100,991.566,869.876,920.774,70.796,781.254,1032.060,631.660,19.764,507.083,1018.084,360.541,110.390,241.916,843.460,111.597,429.990,24.316
576.513,1054.693,283.144,991.873,869.405,921.817,70.792,781.758,1032.097,631.917,19.350,506.219,1019.321,361.269,110.667,241.972,843.440,111.508,429.951,24.553
575.905,1055.417,283.217,992.028,870.022,922.591,70.791,781.683,1032.349,631.908,19.872,506.824,1017.905,360.308,110.476,241.905,843.565,111.273,430.086,24.573
576.315,1055.031,283.271,991.880,869.391,921.904,70.876,781.124,1032.312,632.125,19.806,506.696,1019.330,361.750,110.303,241.907,843.436,111.586,429.973,24.385
575.821,1054.906,283.069,991.693,869.465,922.018,70.886,781.351,1032.252,632.020,19.701,506.654,1018.113,360.492,110.350,241.836,843.617,111.566,430.040,24.611
576.195,1054.927,283.151,991.645,869.928,922.507,70.886,781.441,1032.211,631.961,19.349,506.387,1018.167,360.187,110.329,241.923,843.575,111.615,429.864,24.515
576.106,1054.727,283.351,991.678,869.867,921.139,70.791,781.454,1032.334,632.363,19.635,506.744,1017.986,360.334,110.196,241.815,843.466,111.501,430.166,24.480
575.944,1054.965,283.081,991.761,869.956,922.424,71.075,781.463,1032.370,632.031,19.677,506.805,1018.060,360.499,110.385,241.623,843.634,111.310,429.852,24.449
576.507,1054.493,283.259,991.940,869.886,921.114,70.953,781.729,1032.248,632.101,19.656,506.836,1019.261,361.323,110.392,241.926,843.445,111.626,430.083,24.465
576.097,1055.321,283.245,991.645,869.831,921.093,70.806,781.649,1032.327,632.164,19.832,506.754,1018.053,360.272,110.610,241.943,843.336,111.271,430.087,24.451
576.337,1055.069,283.278,991.683,870.365,921.836,71.047,781.275,1032.291,631.852,19.670,506.788,1018.250,360.144,110.248,241.901,843.206,111.542,430.112,24.612
575.856,1055.226,283.137,992.077,869.320,921.856,70.682,781.671,1032.282,631.880,19.659,506.557,1018.205,360.428,110.374,242.117,843.378,111.387,430.061,24.411
576.296,1054.841,283.210,991.801,869.956,922.413,70.735,781.572,1032.166,631.920,19.544,506.946,1018.183,360.288,110.079,242.017,843.455,111.479,429.568,24.502
576.094,1055.067,283.013,991.879,869.664,920.931,70.780,781.664,1032.371,631.990,19.630,506.780,1019.069,361.410,110.179,242.343,843.445,111.520,430.032,24.526
576.150,1054.987,283.047,991.595,870.051,921.064,71.081,781.340,1032.536,631.849,19.686,506.812,1018.216,360.306,110.507,241.953,843.618,111.676,429.974,24.519
576.374,1054.990,283.243,992.042,870.475,921.774,70.963,781.573,1032.377,631.704,19.780,506.794,1017.957,360.523,110.454,241.896,843.522,111.500,429.852,24.467
576.090,1055.025,283.034,991.926,869.344,921.983,70.886,781.383,1032.478,632.003,19.694,506.743,1018.089,360.533,110.505,242.126,843.424,111.594,429.846,24.444
576.103,1055.120,282.959,991.658,869.933,921.087,71.021,781.676,1032.390,631.965,19.569,506.569,1018.811,361.013,110.482,241.927,843.484,111.540,429.831,24.354
576.409,1054.839,283.125,991.874,870.563,921.717,70.818,781.800,1032.125,631.790,19.540,506.870,1019.357,361.522,110.432,241.899,843.368,111.261,429.972,24.646
576.287,1054.222,283.207,992.011,869.343,921.986,70.852,781.291,1032.445,631.889,19.430,506.440,1019.038,361.204,110.228,241.755,843.456,111.611,429.845,24.517
576.186,1054.435,283.314,991.977,870.393,921.769,70.848,781.716,1032.268,632.180,19.770,506.904,1018.137,360.523,110.304,241.898,843.397,111.655,429.788,24.538
576.107,1055.192,283.310,992.131,870.530,921.869,70.937,781.577,1032.348,632.204,19.629,506.614,1019.228,361.244,110.346,241.943,843.592,111.508,430.002,24.665
576.297,1054.786,282.912,992.048,869.847,922.432,70.906,781.412,1032.266,632.073,19.670,506.845,1018.979,361.199,110.420,242.044,843.268,111.493,430.017,24.523
576.400,1054.681,283.062,991.796,870.491,921.721,70.781,781.425,1032.255,632.010,19.531,506.673,1017.973,360.187,110.600,241.786,843.377,111.586,430.185,24.493
576.302,1054.713,283.275,992.179,869.912,922.524,70.826,781.566,1032.369,631.824,19.422,506.264,1018.197,360.187,110.517,242.054,843.476,111.378,430.045,24.525
576.319,1054.368,283.212,991.776,870.215,921.688,70.819,781.584,1032.226,632.072,19.343,506.414,1018.237,360.302,110.450,241.803,843.460,111.361,429.938,24.369
575.982,1055.209,283.076,991.597,869.402,921.943,70.758,781.496,1032.246,631.901,19.320,506.163,1018.030,360.450,110.424,241.999,843.613,111.696,429.908,24.626
576.377,1054.661,283.152,992.007,869.969,920.907,70.977,781.527,1032.253,631.942,19.696,506.606,1019.327,360.924,110.487,241.954,843.516,111.619,430.106,24.706
575.943,1054.498,283.231,991.796,870.465,921.755,70.976,781.434,1032.273,631.961,19.331,506.304,1018.033,360.270,110.514,241.973,843.391,111.641,429.680,24.727
575.985,1055.230,283.306,991.870,869.768,920.869,71.000,781.645,1032.349,631.991,19.744,506.844,1018.108,360.470,110.566,242.044,843.495,111.458,429.745,24.511
576.539,1054.776,283.161,991.948,869.862,920.791,71.056,781.392,1032.426,631.963,19.582,506.805,1017.974,360.495,110.577,241.975,843.481,111.273,429.788,24.483
575.714,1055.493,283.106,991.754,870.047,922.523,71.115,781.763,1032.282,631.962,19.697,506.799,1018.280,360.299,110.366,242.013,843.455,111.657,429.710,24.507
576.338,1054.990,283.282,992.225,869.249,921.944,70.996,781.736,1032.232,632.208,19.524,506.877,1018.094,360.409,110.304,241.952,843.428,111.610,429.951,24.412
576.222,1055.335,283.040,991.681,869.937,922.322,70.976,781.782,1032.260,631.869,19.641,506.846,1018.160,360.210,110.471,241.974,843.552,111.218,429.863,24.534
575.823,1054.759,283.074,991.720,869.141,921.610,71.042,781.695,1032.368,631.857,19.791,506.856,1017.977,360.242,110.275,241.628,843.287,111.474,430.092,24.330
576.514,1054.500,283.417,992.180,869.668,921.026,70.795,781.662,1032.352,632.031,19.748,506.873,1019.246,361.547,110.347,241.982,843.807,111.304,430.327,24.463
576.248,1054.404,282.955,991.673,869.860,922.440,70.925,781.558,1032.335,632.129,19.624,506.773,1018.063,360.357,110.607,241.817,843.513,111.581,429.952,24.482
576.731,1054.488,283.407,991.855,869.800,921.168,70.951,781.594,1032.369,632.075,19.384,506.293,1017.849,360.524,110.279,242.052,843.590,111.386,429.996,24.455
576.232,1054.425,283.118,991.899,870.527,921.850,70.805,781.381,1032.266,631.969,19.662,506.905,1019.151,361.209,110.409,241.927,843.427,111.616,430.139,24.310
576.184,1054.938,283.238,991.970,869.335,921.856,70.845,781.587,1032.312,632.048,19.326,506.257,1019.233,361.337,110.412,242.080,843.352,111.402,429.978,24.403
576.302,1054.875,283.250,991.990,870.005,921.330,70.908,781.671,1032.196,631.941,19.640,506.462,1019.060,361.416,110.428,241.907,843.429,111.393,430.142,24.676
576.221,1054.587,282.950,991.890,869.455,920.942,71.112,781.765,1032.230,632.098,19.693,506.748,1017.967,360.123,110.338,241.935,843.557,111.567,429.789,24.474
576.153,1054.742,283.296,991.988,870.536,921.723,70.839,781.789,1032.201,632.076,19.402,506.305,1019.352,361.039,110.488,242.220,843.310,111.469,430.129,24.513
576.106,1055.302,283.278,991.880,869.282,921.756,71.161,781.832,1032.222,631.925,19.667,506.574,1019.375,361.507,110.318,241.842,843.387,111.594,430.240,24.483
576.403,1054.415,283.280,991.935,870.005,922.406,70.766,781.432,1032.182,631.719,19.547,506.748,1018.999,361.268,110.531,241.874,842.991,111.713,429.786,24.440
576.137,1055.084,283.408,991.972,869.765,920.723,70.951,781.423,1032.342,631.935,19.708,506.852,1019.184,361.297,110.473,241.465,843.392,111.592,430.110,24.452
576.752,1054.845,283.361,992.047,870.494,921.537,70.739,781.255,1032.447,632.042,19.657,506.735,1018.259,360.173,110.626,242.072,843.461,111.274,429.946,24.585
575.930,1055.033,283.380,991.633,869.861,920.763,70.857,781.582,1032.151,631.921,19.374,506.434,1017.983,360.198,110.111,242.002,843.333,111.520,430.175,24.621
576.297,1054.610,283.132,991.843,870.477,921.367,70.847,781.484,1032.363,632.089,19.751,506.838,1019.105,361.309,110.492,241.960,843.536,111.524,429.840,24.524
576.416,1055.046,283.154,991.562,869.273,921.711,70.974,781.576,1032.174,631.853,19.658,506.863,1018.095,360.424,110.209,242.260,843.428,111.580,429.936,24.639
576.123,1054.913,283.105,992.121,869.267,921.691,70.951,781.531,1032.497,632.048,19.611,506.911,1019.192,361.391,110.449,242.116,843.721,111.362,430.021,24.423
576.089,1054.967,283.368,992.113,869.077,921.798,70.901,781.602,1032.253,632.131,19.728,506.716,1018.030,360.155,110.364,242.086,843.635,111.430,429.845,24.448
576.533,1054.412,283.127,991.854,869.844,920.976,70.961,781.418,1032.372,631.803,19.752,506.582,1018.223,360.533,110.337,241.983,843.510,111.448,429.809,24.600
576.165,1054.628,283.009,992.052,869.343,921.908,70.851,781.383,1032.072,632.028,19.775,506.667,1018.946,361.192,110.306,241.816,843.478,111.570,430.045,24.521
576.414,1054.935,282.986,991.908,869.709,920.932,70.984,781.637,1032.260,631.844,19.405,506.406,1017.850,360.307,110.088,242.169,843.354,111.554,429.883,24.445
576.057,1054.956,283.233,992.136,869.935,920.856,70.865,781.412,1031.893,632.119,19.796,506.843,1018.164,360.205,110.283,241.843,843.277,111.530,430.082,24.484
576.337,1054.978,283.154,991.637,869.543,921.880,70.838,781.658,1031.851,632.297,19.483,506.776,1018.070,360.462,110.325,242.079,843.483,111.573,429.957,24.451
575.981,1055.132,283.101,991.929,869.876,921.068,70.974,781.827,1032.411,632.204,19.217,506.324,1019.169,361.511,110.406,241.981,843.308,111.506,429.867,24.546
576.885,1054.686,283.498,992.003,869.057,921.903,70.879,781.768,1032.372,632.127,19.742,506.736,1017.991,360.088,110.080,241.808,843.409,111.644,429.822,24.607
576.134,1055.415,283.233,991.721,870.412,921.693,71.097,781.367,1032.296,631.995,19.715,506.949,1017.988,360.416,110.247,241.781,843.501,111.166,430.151,24.436
576.421,1054.982,283.257,991.881,870.709,921.974,70.873,781.730,1032.284,631.780,19.727,506.766,1017.921,360.368,110.380,242.028,843.490,111.525,430.078,24.363
575.999,1055.088,282.881,991.502,869.951,922.523,71.012,781.649,1032.396,631.938,19.707,506.686,1018.908,361.233,110.500,241.827,843.362,111.558,429.889,24.293
576.101,1054.785,283.225,992.011,870.087,922.621,71.008,781.583,1032.274,631.930,19.062,506.362,1018.028,360.129,110.478,241.939,843.445,111.442,430.185,24.382
576.431,1054.874,283.124,991.538,870.327,921.645,70.786,781.743,1032.177,631.865,19.679,506.706,1019.094,361.387,110.213,242.005,843.483,111.698,429.960,24.408
576.153,1055.297,283.328,991.866,870.471,921.891,70.939,781.411,1032.197,631.992,19.732,506.871,1017.861,360.161,110.615,241.854,843.523,111.632,429.832,24.551
576.057,1055.108,283.065,991.658,869.904,920.900,70.824,781.738,1032.281,632.038,19.241,506.147,1019.005,361.135,110.442,241.846,843.666,111.622,429.973,24.363
576.260,1055.292,283.208,992.002,869.791,921.079,70.901,781.778,1032.221,631.847,19.358,506.513,1019.117,361.423,110.303,241.906,843.776,111.595,429.948,24.604
575.980,1055.105,282.994,992.186,869.922,922.389,70.796,781.586,1032.194,631.890,19.797,506.705,1018.827,361.157,110.468,241.939,843.402,111.637,430.163,24.449
575.985,1055.348,283.261,991.679,869.929,921.092,70.959,781.590,1032.469,631.922,19.397,506.342,1019.202,361.408,110.445,241.973,843.541,111.562,430.204,24.420
576.619,1054.369,283.022,991.864,869.828,921.198,71.035,781.442,1032.264,631.944,19.165,506.216,1018.055,360.376,110.100,241.867,843.501,111.698,429.969,24.512
576.335,1054.929,283.033,991.777,870.521,921.914,70.793,781.414,1032.094,632.094,19.445,507.023,1019.009,361.133,110.416,242.077,843.587,111.324,429.897,24.655
576.554,1054.746,283.079,992.112,869.585,920.804,70.963,781.819,1032.028,631.900,19.676,506.703,1019.164,361.687,110.471,241.732,843.493,111.457,429.965,24.427
576.346,1055.062,282.902,991.997,869.283,921.948,71.041,781.585,1032.243,631.915,19.375,506.167,1018.295,360.645,110.398,241.821,843.579,111.601,429.907,24.422
575.983,1055.192,283.049,992.027,870.374,921.644,71.088,781.599,1032.168,632.009,19.245,506.415,1018.157,360.252,110.339,242.067,843.418,111.668,430.248,24.481
576.294,1054.692,283.519,991.963,870.414,921.645,71.045,781.675,1032.323,632.008,19.682,506.587,1018.104,360.206,110.277,242.141,843.454,111.368,429.978,24.582
576.470,1054.547,283.166,992.075,870.523,921.690,71.021,781.717,1032.168,632.006,19.667,506.791,1018.128,359.972,110.344,241.775,843.319,111.391,429.810,24.356
575.983,1054.984,283.267,991.702,869.940,922.546,70.983,781.368,1032.414,631.915,19.573,506.738,1019.143,361.437,110.427,241.852,843.569,111.421,429.749,24.339
576.405,1054.588,283.198,992.113,869.963,921.079,70.827,781.309,1032.091,631.997,19.350,506.561,1019.040,361.275,110.436,242.008,843.467,111.617,429.854,24.459
576.227,1054.925,283.156,991.773,869.775,921.007,70.921,781.416,1032.217,631.983,19.527,506.620,1019.102,361.356,110.445,242.067,843.495,111.579,429.827,24.408
576.127,1055.229,282.962,991.531,869.920,921.011,70.869,781.382,1032.380,631.931,19.683,506.746,1018.149,360.312,110.366,242.155,843.322,111.554,429.859,24.593
576.166,1054.800,283.206,991.970,869.958,922.641,70.869,781.595,1032.242,631.839,19.568,506.909,1018.407,360.479,110.445,241.890,843.554,111.596,430.070,24.625
575.862,1054.677,283.109,991.817,869.445,921.863,70.989,781.649,1032.196,631.888,19.658,506.552,1018.104,360.455,110.363,241.819,843.349,111.686,430.075,24.701
575.926,1054.912,283.327,991.968,869.723,920.963,70.970,781.848,1032.275,632.162,19.663,506.681,1018.091,360.295,110.446,241.779,843.382,111.554,429.861,24.479
576.076,1054.778,283.380,991.681,869.273,921.717,70.940,781.699,1032.295,632.007,19.770,506.625,1018.099,360.343,110.359,242.094,843.658,111.558,430.085,24.720
576.056,1055.116,283.235,991.940,870.464,921.848,70.779,781.573,1032.135,631.894,19.311,506.329,1019.428,361.356,110.224,241.898,843.455,111.353,429.922,24.365
576.276,1055.303,283.320,991.771,869.485,921.858,70.698,781.460,1032.213,632.258,19.256,506.281,1019.145,361.113,110.552,241.812,843.574,111.471,429.812,24.357
576.206,1055.129,283.081,991.872,869.386,922.003,70.721,781.375,1032.272,631.837,19.705,506.582,1019.249,361.623,110.279,241.777,843.407,111.519,429.846,24.540
575.969,1054.804,283.115,991.796,869.816,921.100,70.962,781.567,1032.212,631.902,19.370,506.272,1018.028,360.379,110.698,242.050,843.526,111.443,430.067,24.474
576.345,1054.904,283.213,991.868,869.314,921.902,70.943,781.612,1032.362,632.091,19.625,506.492,1018.181,360.206,110.205,242.017,843.302,111.594,430.005,24.475
576.019,1055.187,282.982,992.106,870.080,922.311,70.834,781.521,1032.505,632.033,19.841,506.642,1018.095,360.432,110.509,241.832,843.671,111.495,430.046,24.452
576.137,1054.895,283.335,992.012,869.436,921.741,70.981,781.658,1032.343,631.983,19.733,506.661,1019.293,361.546,110.501,241.999,843.385,111.544,429.885,24.442
576.150,1055.058,283.318,991.843,869.342,921.966,70.907,781.536,1032.261,631.643,19.332,506.179,1018.125,360.225,110.380,241.877,843.327,111.290,430.037,24.398
576.357,1055.044,283.033,991.533,870.535,921.564,70.782,781.383,1032.223,631.575,19.725,506.828,1019.195,361.529,109.968,241.697,843.363,111.430,430.019,24.472
575.915,1055.646,283.252,991.893,869.302,921.791,71.032,781.723,1032.139,632.005,19.531,506.970,1019.049,361.316,110.313,241.922,843.495,111.662,430.014,24.467
575.827,1054.914,283.256,991.805,869.937,921.185,70.860,781.354,1032.178,631.810,19.407,506.082,1018.193,360.256,110.223,242.196,843.334,111.404,429.904,24.374
576.236,1054.979,283.066,991.935,869.744,921.299,70.887,781.295,1032.073,632.007,19.495,506.861,1017.844,360.140,110.456,241.920,843.495,111.441,429.986,24.345
576.404,1054.695,283.275,992.146,870.524,921.841,70.780,781.517,1032.343,632.277,19.640,506.858,1017.888,360.067,110.238,241.995,843.490,111.441,430.040,24.682
576.086,1055.269,282.761,991.438,869.498,921.919,70.740,781.519,1032.343,631.987,19.374,506.281,1018.147,360.506,110.379,242.060,843.448,111.614,429.724,24.475
576.372,1054.544,283.302,992.122,869.945,922.534,70.806,781.617,1032.231,632.149,19.775,506.714,1019.360,361.529,110.291,242.033,843.577,111.527,429.888,24.325
577.263,1054.541,283.008,991.862,869.315,921.990,70.865,781.399,1032.323,631.962,19.561,506.645,1018.267,360.532,110.087,242.198,843.415,111.499,430.006,24.502
576.117,1054.629,283.297,991.763,869.932,922.593,70.930,781.443,1032.416,632.127,19.657,506.422,1018.032,360.254,110.415,242.037,843.583,111.449,430.058,24.351
575.895,1055.072,283.105,991.919,869.764,921.188,71.032,781.676,1032.182,632.013,19.380,506.027,1019.050,361.451,110.586,242.130,843.376,111.522,429.915,24.584
575.971,1055.007,283.115,991.760,869.828,922.461,71.102,781.661,1031.900,632.133,19.741,506.607,1019.044,361.661,110.122,242.008,843.393,111.373,430.055,24.574
576.497,1054.371,283.068,992.083,870.597,921.856,70.952,781.787,1032.053,631.753,19.598,506.476,1018.052,360.369,110.300,241.887,843.327,111.524,429.863,24.368
576.313,1054.522,283.104,991.470,870.784,921.696,71.060,781.617,1032.342,631.918,19.689,506.606,1019.050,361.579,110.403,241.764,843.455,111.616,429.688,24.467
576.145,1055.172,283.336,991.998,869.716,920.772,70.756,781.507,1032.480,632.067,19.357,506.276,1018.122,360.381,110.427,241.736,843.451,111.439,429.961,24.552
576.316,1055.278,283.285,991.800,870.375,921.586,70.854,781.654,1032.213,632.130,19.502,506.608,1018.019,360.357,110.242,241.746,843.435,111.281,429.907,24.640
576.040,1054.773,282.838,991.958,870.487,921.686,71.002,781.643,1032.302,631.934,19.312,506.383,1019.216,361.507,110.402,241.956,843.463,111.539,430.043,24.358
576.307,1055.072,283.094,992.025,869.990,920.787,70.958,781.757,1032.207,632.094,19.594,506.734,1019.074,361.514,110.168,241.720,843.564,111.673,430.088,24.528
576.393,1054.579,283.213,991.899,869.748,920.967,71.007,781.444,1032.413,631.874,19.375,506.356,1018.961,361.041,110.405,242.096,843.586,111.369,430.024,24.365
576.425,1055.076,283.142,991.741,870.607,921.780,70.958,781.742,1032.226,632.060,19.803,506.703,1018.102,360.353,110.427,241.930,843.531,111.648,429.816,24.307
575.917,1054.734,283.344,991.771,869.677,920.837,70.838,781.553,1032.219,632.093,19.283,506.293,1018.083,360.342,110.372,242.048,843.536,111.281,429.856,24.443
576.298,1055.422,283.166,991.984,869.352,921.817,70.931,781.939,1032.321,632.064,19.492,506.375,1018.198,360.532,110.393,241.985,843.488,111.420,429.954,24.481
575.945,1055.519,283.236,991.906,869.898,922.198,70.883,781.279,1032.205,631.712,19.560,506.665,1017.944,360.242,110.225,242.042,843.349,111.738,429.979,24.488
576.146,1054.550,283.364,991.834,869.963,921.016,71.065,781.715,1032.383,632.118,19.819,506.893,1018.137,360.408,110.450,241.871,843.572,111.418,429.966,24.408
575.850,1054.839,283.193,991.993,870.559,921.666,70.872,781.524,1032.254,631.983,19.605,506.900,1018.991,361.007,110.370,241.891,843.467,111.691,429.636,24.682
576.339,1054.302,282.898,991.901,870.357,921.711,70.778,781.501,1032.323,631.990,19.317,506.305,1019.017,361.498,110.423,241.955,843.555,111.345,429.837,24.375
576.017,1055.021,283.122,991.532,869.912,920.893,70.833,781.454,1032.448,632.136,19.573,506.809,1019.237,361.503,110.584,241.860,843.647,110.704,430.006,24.441
576.228,1055.418,282.943,991.764,869.764,921.109,70.988,781.606,1032.181,631.631,19.711,506.714,1019.235,361.399,110.503,241.861,843.635,111.581,430.053,24.636
576.324,1055.138,283.305,991.798,869.151,921.855,70.838,781.497,1032.258,631.989,19.772,506.582,1019.316,361.311,110.437,241.930,843.629,111.350,429.669,24.504
576.403,1054.674,282.947,991.904,869.324,921.823,70.972,781.336,1031.940,631.660,19.716,506.661,1019.187,361.125,110.405,241.827,843.411,111.440,430.167,24.623
576.380,1055.054,283.220,991.847,869.807,922.601,70.964,781.445,1032.156,631.944,19.683,506.734,1019.115,361.079,110.506,241.854,843.519,111.549,429.816,24.375
576.777,1055.174,283.271,991.848,869.847,921.044,70.823,781.692,1032.084,632.002,19.607,506.709,1018.005,360.376,110.355,241.891,843.586,111.392,429.942,24.485
576.055,1054.157,283.094,991.985,869.815,920.758,70.981,781.515,1032.322,631.939,19.661,507.052,1017.954,360.542,110.302,241.790,843.477,111.568,430.047,24.439
576.081,1055.158,283.237,992.060,869.655,920.917,70.831,781.750,1032.269,632.139,19.343,506.171,1017.884,360.530,110.436,241.971,843.417,111.488,430.016,24.489
576.078,1055.627,283.257,991.984,869.291,921.990,70.911,781.803,1032.235,631.879,19.636,506.714,1018.137,360.420,110.378,241.828,843.362,111.406,429.717,24.476
576.126,1054.748,283.183,991.946,869.863,920.843,70.910,781.601,1032.391,631.993,19.350,506.173,1017.923,360.509,110.471,242.086,843.455,111.312,429.799,24.526
576.144,1054.640,283.281,992.168,869.909,921.244,70.829,781.637,1032.390,631.885,19.616,506.556,1018.057,360.336,110.287,242.135,843.184,111.720,429.948,24.341
576.230,1054.919,283.238,991.886,869.998,922.553,70.965,781.570,1032.383,632.051,19.682,506.697,1019.009,361.162,110.453,242.057,843.319,111.515,429.955,24.499
576.044,1054.701,282.943,991.757,869.381,922.009,71.002,781.424,1032.178,631.834,19.078,506.261,1018.001,360.385,110.415,241.987,843.466,111.721,429.897,24.309
576.379,1054.836,283.317,991.882,869.949,922.497,71.020,781.583,1032.334,631.904,19.252,506.413,1018.057,360.424,110.384,241.828,843.420,111.470,429.977,24.487
